"Дата","Регион","Заражений","Выздоровлений","Смертей","Смертей за день","Заражений за день","Выздоровлений за день"
06.08.2021,Магаданская обл.,9658,8826,170,3,29,16
24.12.2020,Архангельская обл.,40743,31466,409,9,385,380
12.02.2021,Московская обл.,203319,164682,4177,30,842,848
22.08.2020,Калмыкия,3669,2473,48,0,69,48
24.11.2021,Мурманская обл.,85192,65890,2511,7,236,296
17.03.2021,Белгородская обл.,33048,30619,523,2,94,195
09.04.2020,Мордовия,17,3,0,0,4,0
29.11.2020,Ростовская обл.,39673,32091,1311,15,330,176
05.08.2021,Калининградская обл.,44076,40767,578,0,195,159
06.04.2021,Еврейская АО,4446,4254,125,0,2,3
14.09.2020,Пермский край,8685,6027,238,2,58,31
14.09.2020,Забайкальский край,5195,4466,63,0,66,2
12.05.2020,Приморский край,955,240,12,2,48,27
29.12.2020,Дагестан,23147,19859,1106,6,158,128
08.12.2020,Тверская обл.,16888,11455,403,3,221,404
07.04.2021,ХМАО – Югра,54656,53184,785,0,62,86
04.02.2021,Адыгея,13199,11348,122,0,39,48
18.12.2020,Бурятия,23114,20926,528,4,212,156
30.01.2021,Ивановская обл.,26598,23105,748,7,169,128
22.01.2021,Алтайский край,37316,33898,1095,9,192,113
25.06.2021,Амурская обл.,23686,22951,302,0,78,72
28.08.2020,Брянская обл.,8125,6689,35,0,28,23
03.06.2021,Татарстан,21573,18632,502,0,30,30
27.04.2021,Калужская обл.,33897,32070,311,0,51,69
17.11.2021,Амурская обл.,43284,34835,507,1,228,29
13.07.2020,Чукотский АО,144,137,1,0,0,0
21.11.2021,Красноярский край,146264,129925,7192,32,700,695
13.11.2021,Нижегородская обл.,201504,176825,8224,36,788,456
30.04.2020,Москва,53739,5135,611,65,3093,525
24.05.2020,Марий Эл,1479,1076,9,1,41,7
29.01.2021,Тульская обл.,28584,25784,989,10,173,193
09.06.2021,Кабардино-Балкария,24448,23726,474,0,13,11
10.05.2020,Амурская обл.,140,24,1,0,5,4
05.05.2021,Хабаровский край,51795,49722,385,1,20,27
12.07.2020,Волгоградская обл.,7428,3979,48,1,96,6
24.02.2021,Сахалинская обл.,21349,20047,33,0,47,39
29.10.2021,Ямало-Ненецкий АО,53898,50649,750,3,136,71
31.07.2020,Костромская обл.,2206,1677,26,0,31,56
24.05.2020,Курганская обл.,179,72,0,0,2,4
13.06.2020,Крым,490,361,7,0,7,4
18.11.2020,Челябинская обл.,22409,20846,184,10,215,356
14.04.2020,Удмуртия,19,3,0,0,6,0
22.12.2020,Орловская обл.,19761,17647,245,3,179,287
19.12.2020,Тамбовская обл.,15798,13983,155,3,147,91
20.10.2021,Ненецкий АО,2576,2432,54,1,16,25
05.09.2021,Омская обл.,75194,61373,1961,12,381,187
15.01.2021,Ярославская обл.,25130,23605,252,6,189,163
28.05.2020,Алтай,109,59,0,0,4,6
09.04.2020,Белгородская обл.,18,1,0,0,0,0
27.04.2020,Новгородская обл.,244,14,2,0,33,0
20.04.2021,Самарская обл.,59674,56732,1370,15,190,223
02.11.2020,Мордовия,8392,7028,51,0,69,60
15.06.2020,Кировская обл.,2600,1703,26,0,53,86
17.08.2020,Воронежская обл.,12752,11102,97,0,97,69
20.04.2021,Новосибирская обл.,40335,37421,1715,4,74,44
22.10.2020,Мурманская обл.,18136,14774,264,3,171,138
08.10.2020,Владимирская обл.,7716,6046,235,3,59,21
01.06.2020,Астраханская обл.,1883,937,16,1,131,17
10.09.2021,Томская обл.,41844,35355,550,0,96,49
25.03.2021,Смоленская обл.,27861,26600,739,5,61,76
30.03.2020,Пензенская обл.,7,0,0,0,0,0
11.07.2020,Северная Осетия,4224,3670,67,0,15,23
29.08.2020,Саратовская обл.,12163,7927,71,0,96,76
08.07.2021,Иркутская обл.,76527,69542,2966,32,340,74
29.05.2020,Коми,1262,667,23,1,24,23
16.07.2020,Севастополь,285,216,5,0,2,6
12.07.2021,Курская обл.,42786,40748,990,4,183,155
28.05.2021,Кировская обл.,43770,41357,364,1,53,54
03.06.2020,Дагестан,5341,4477,287,16,113,20
18.06.2021,Приморский край,45433,41967,745,1,84,15
13.08.2020,Псковская обл.,4038,2900,58,0,37,46
13.07.2020,Камчатский край,2757,1724,29,0,44,84
20.07.2021,Вологодская обл.,52235,46755,1303,9,225,152
09.05.2020,Адыгея,220,140,7,0,8,26
21.09.2020,Хакасия,4034,3414,47,0,35,27
01.08.2020,Костромская обл.,2234,1737,26,0,28,60
28.01.2021,Алтайский край,38455,34675,1155,12,184,138
27.06.2021,Амурская обл.,23843,23074,303,0,82,71
22.08.2020,Брянская обл.,7963,6477,35,0,29,21
01.07.2021,Ингушетия,16204,15695,195,0,25,12
28.10.2021,Ямало-Ненецкий АО,53762,50578,747,3,137,67
25.02.2021,Сахалинская обл.,21392,20122,33,0,43,75
15.11.2021,Амурская обл.,42830,34805,503,4,229,68
03.05.2021,Калужская обл.,34219,32437,313,1,54,56
11.07.2020,Волгоградская обл.,7332,3973,47,0,92,136
21.08.2021,Удмуртия,44094,36234,1415,14,220,238
08.06.2021,Кабардино-Балкария,24435,23715,474,1,13,11
06.05.2021,Хабаровский край,51814,49751,385,0,19,29
18.12.2020,Тамбовская обл.,15651,13892,152,2,145,189
19.07.2020,Чукотский АО,146,143,1,0,0,0
19.11.2020,Челябинская обл.,22627,21132,193,9,218,286
25.05.2020,Курганская обл.,183,79,0,0,4,7
04.02.2021,Тульская обл.,29599,26915,1047,10,165,187
16.05.2020,Амурская обл.,212,49,1,0,8,5
08.10.2021,Москва,1668064,1507468,29525,71,4595,2288
11.01.2021,Чувашия,17455,15779,643,10,91,85
01.11.2021,Марий Эл,22644,20156,691,4,125,14
29.01.2021,Ивановская обл.,26429,22977,741,9,170,303
23.04.2021,Карелия,45417,43443,450,3,69,62
14.11.2021,Нижегородская обл.,202286,177270,8264,40,782,445
22.11.2021,Красноярский край,146966,130626,7222,30,702,701
24.12.2020,Орловская обл.,20117,18170,250,3,181,314
20.08.2021,Тыва,23960,18916,245,0,100,70
26.10.2021,Ненецкий АО,2673,2511,60,1,15,32
07.09.2021,Омская обл.,75952,61767,1982,7,378,201
14.10.2021,Дагестан,53526,49584,2618,12,124,126
28.08.2020,Саратовская обл.,12067,7851,71,2,93,83
15.09.2021,Адыгея,18885,16723,383,3,50,49
12.07.2020,Северная Осетия,4240,3688,67,0,16,18
29.07.2021,Бурятия,51966,46895,1681,9,215,142
13.06.2020,Кировская обл.,2508,1578,25,2,29,100
26.04.2021,Самарская обл.,60805,57923,1449,12,184,173
21.07.2021,Вологодская обл.,52465,46920,1309,6,230,165
16.09.2021,Томская обл.,42396,35697,554,0,89,62
14.07.2020,Камчатский край,2798,1856,29,0,41,132
19.06.2021,Приморский край,45524,41988,745,0,91,21
05.05.2021,Тыва,15826,15491,202,0,4,12
08.04.2020,Белгородская обл.,18,1,0,0,4,0
16.01.2021,Ярославская обл.,25320,23776,255,3,190,171
14.07.2021,Иркутская обл.,78696,70038,3142,27,372,114
18.07.2020,Севастополь,291,233,6,1,6,11
10.07.2021,Курская обл.,42418,40448,981,6,187,150
24.03.2021,Смоленская обл.,27800,26524,734,5,60,74
07.10.2020,Владимирская обл.,7657,6025,232,2,57,22
07.08.2020,Псковская обл.,3889,2772,55,0,20,25
02.06.2020,Астраханская обл.,1937,1014,19,3,54,77
29.03.2020,Пензенская обл.,7,0,0,0,5,0
16.08.2020,Воронежская обл.,12655,11033,97,0,95,57
22.05.2021,Кировская обл.,43444,40952,358,1,58,78
19.04.2021,Новосибирская обл.,40261,37377,1711,4,70,15
21.10.2020,Мурманская обл.,17965,14636,261,4,172,262
09.06.2021,Калмыкия,20964,20309,386,1,16,17
26.04.2020,Новгородская обл.,211,14,2,1,25,0
13.04.2020,Саха (Якутия),25,13,0,0,3,0
24.07.2020,Калининградская обл.,2759,2302,43,0,13,10
11.09.2021,Рязанская обл.,40076,36566,1008,6,102,144
22.05.2021,Курганская обл.,21085,19858,411,4,32,55
16.06.2021,Чечня,12459,12189,143,1,11,9
20.04.2021,Ленинградская обл.,41720,39041,1090,9,90,88
29.11.2020,Коми,21040,16442,348,0,289,362
05.04.2021,Ульяновская обл.,51304,48026,1006,8,92,93
06.05.2020,Кабардино-Балкария,925,147,3,0,105,11
10.06.2020,Хабаровский край,2733,1402,18,0,72,20
24.09.2021,Краснодарский край,72590,52097,6026,33,223,220
03.10.2020,Карачаево-Черкессия,7274,4895,29,0,80,19
03.09.2021,Башкортостан,57958,52253,1159,14,304,182
24.03.2021,Саха (Якутия),33384,32188,542,2,28,33
10.07.2020,Свердловская обл.,15343,9522,154,10,275,279
28.11.2020,Алтай,11045,9093,22,0,139,262
18.06.2020,Чувашия,4331,2361,21,0,72,15
23.06.2020,Липецкая обл.,3487,1973,12,0,49,258
16.09.2021,Кемеровская обл.,54413,51937,1219,4,167,171
01.08.2021,Тюменская обл.,46842,43444,986,10,282,192
18.08.2021,Оренбургская обл.,62633,51463,1415,8,353,294
24.10.2020,Красноярский край,24471,17659,624,5,268,249
16.10.2020,Нижегородская обл.,36193,30331,644,7,285,276
23.10.2020,Татарстан,8042,6893,104,0,51,45
16.09.2020,Крым,3341,2172,43,1,40,31
16.07.2020,Санкт-Петербург,28662,21895,1698,22,256,149
13.05.2020,Приморский край,1008,268,12,0,53,28
23.11.2021,Ингушетия,25564,23711,411,0,86,68
13.09.2020,Забайкальский край,5129,4464,63,1,63,8
31.08.2020,Алтай,2142,1840,8,0,17,29
05.07.2021,Хакасия,25773,23737,603,0,153,15
14.12.2020,Крым,19289,14482,375,5,349,19
26.08.2021,Калининградская обл.,47816,44028,622,0,179,163
13.02.2021,Московская обл.,204203,165578,4208,31,884,896
05.08.2021,Магаданская обл.,9629,8810,167,2,27,19
25.12.2020,Архангельская обл.,41118,31835,419,10,375,369
08.09.2020,Пермский край,8335,5817,224,3,60,56
08.04.2021,Еврейская АО,4451,4256,125,0,2,1
20.08.2021,Мордовия,25268,21997,455,2,71,43
04.07.2021,Новгородская обл.,32530,31574,187,2,93,74
15.03.2020,Смоленская обл.,0,0,0,0,0,0
26.03.2021,Пензенская обл.,41505,38131,512,3,103,156
09.07.2021,Чечня,13376,12480,180,4,80,14
30.05.2021,Астраханская обл.,34220,32664,778,2,47,5
30.08.2020,Коми,6533,5552,85,0,29,0
06.12.2020,Тверская обл.,16446,11028,400,0,223,24
28.11.2020,Ростовская обл.,39343,31915,1296,23,320,277
16.03.2021,Белгородская обл.,32954,30424,521,2,92,32
23.11.2021,Мурманская обл.,84956,65594,2504,8,229,298
05.11.2021,Карачаево-Черкессия,27935,24296,789,0,87,31
05.04.2021,ХМАО – Югра,54535,53033,784,0,70,42
22.05.2021,Забайкальский край,42911,41489,658,1,32,37
23.03.2020,Камчатский край,0,0,0,0,0,0
24.05.2021,Кировская обл.,43555,41109,360,1,55,77
09.08.2020,Псковская обл.,3928,2803,57,0,20,0
13.03.2020,Самарская обл.,0,0,0,0,0,0
20.07.2020,Севастополь,305,237,6,0,13,1
05.01.2021,Калмыкия,15254,12774,202,2,91,138
08.07.2021,Курская обл.,42046,40147,970,5,182,151
12.07.2021,Иркутская обл.,77955,69822,3083,31,365,26
14.04.2021,Коми,42513,41333,845,6,61,57
31.01.2021,Чечня,10789,9572,108,1,31,121
21.03.2020,Северная Осетия,0,0,0,0,0,0
10.06.2020,Саратовская обл.,4132,1699,37,0,117,103
04.09.2021,Архангельская обл.,82583,74878,1141,1,258,258
21.11.2020,Магаданская обл.,5291,4409,51,0,42,76
20.10.2020,Новгородская обл.,6477,4199,87,0,75,40
20.10.2021,Московская обл.,488597,418771,8376,12,2590,1782
14.09.2021,Томская обл.,42217,35577,552,0,93,59
29.04.2020,Мурманская обл.,1126,98,4,0,70,10
24.04.2021,Самарская обл.,60433,57570,1428,13,189,201
27.09.2021,Крым,78131,67003,2548,7,352,29
11.06.2020,Кировская обл.,2421,1424,23,1,61,97
17.05.2020,Владимирская обл.,1738,232,15,0,81,0
21.09.2020,Астраханская обл.,6653,6169,95,1,49,7
20.07.2020,Пензенская обл.,6028,5269,73,1,37,1
14.08.2021,Ростовская обл.,116161,101816,5523,28,489,352
13.04.2021,Алтай,16742,16417,210,2,4,8
31.08.2020,Дагестан,10999,9650,497,2,71,39
07.10.2020,Адыгея,4348,3651,36,1,40,23
20.08.2020,Бурятия,4731,4135,43,1,32,37
28.06.2020,Белгородская обл.,4399,3279,42,0,68,12
25.05.2020,Хакасия,813,430,10,0,24,1
24.10.2021,Ненецкий АО,2644,2477,58,0,16,5
09.09.2021,Омская обл.,76701,62242,1998,8,373,244
13.09.2020,Курганская обл.,3310,2861,22,0,28,11
25.11.2020,Карелия,13147,7131,92,3,362,303
26.12.2020,Орловская обл.,20480,18644,257,4,180,252
29.04.2021,Крым,40372,37420,1210,6,101,92
12.08.2020,Ленинградская обл.,6262,4672,62,0,28,22
26.07.2020,Ульяновская обл.,8569,5925,65,0,108,11
11.09.2021,Алтай,20996,19872,331,2,30,61
22.03.2020,Волгоградская обл.,0,0,0,0,0,0
16.10.2020,Москва,352995,270226,5850,54,5049,1803
06.01.2021,Краснодарский край,28850,19387,1021,15,187,172
02.02.2021,Тульская обл.,29267,26542,1026,10,169,189
22.09.2020,Марий Эл,4675,4127,48,1,22,50
14.05.2020,Амурская обл.,194,41,1,0,12,6
11.06.2021,Чувашия,26290,24068,1465,3,46,55
20.03.2021,Свердловская обл.,80961,74165,2612,13,161,173
17.07.2020,Чукотский АО,146,142,1,0,0,0
10.09.2021,Коми,65613,59675,1562,8,217,551
15.01.2021,Ингушетия,13193,11297,151,2,66,64
22.06.2021,Нижегородская обл.,122255,115124,4022,22,269,122
28.06.2020,Чечня,1694,1180,22,1,17,0
01.05.2021,Калужская обл.,34115,32322,312,1,54,67
10.12.2020,Оренбургская обл.,24985,21678,247,1,180,167
29.12.2020,Кемеровская обл.,25468,22456,463,2,141,151
30.06.2021,Красноярский край,77632,70300,3951,8,249,100
13.11.2021,Амурская обл.,42374,34673,497,0,223,58
26.06.2020,Удмуртия,1334,969,15,0,20,24
30.03.2021,Санкт-Петербург,393916,346502,12233,36,719,1061
29.06.2021,Амурская обл.,24007,23168,305,2,79,43
26.01.2021,Алтайский край,38084,34418,1132,7,189,170
24.08.2020,Брянская обл.,8022,6614,35,0,29,56
06.05.2021,Саратовская обл.,59788,54311,955,5,126,212
03.04.2021,ХМАО – Югра,54396,52941,784,1,72,93
01.04.2020,Калининградская обл.,12,5,0,0,0,3
04.12.2020,Тверская обл.,16001,10976,395,1,220,36
18.03.2021,Северная Осетия,16124,14923,157,0,18,35
12.06.2020,Калмыкия,1233,776,18,2,18,25
04.11.2020,Вологодская обл.,7438,5595,73,0,109,114
19.06.2020,Мордовия,2874,1812,23,1,56,57
23.03.2021,Ставропольский край,49667,46551,1198,5,81,256
10.04.2021,Еврейская АО,4454,4261,125,0,1,3
25.05.2020,Забайкальский край,817,385,12,0,59,4
10.09.2020,Пермский край,8454,5899,230,3,60,51
01.04.2021,Камчатский край,14134,13247,201,0,14,35
03.10.2020,Приморский край,11970,10333,119,0,72,61
30.09.2021,Ярославская обл.,61512,53750,1203,6,208,177
24.07.2020,Тыва,5883,3405,46,0,36,169
11.06.2020,Карачаево-Черкессия,1889,500,9,0,82,10
15.06.2021,Владимирская обл.,34265,31898,1233,0,48,47
03.07.2021,Мурманская обл.,54645,49417,1337,7,228,57
02.05.2021,Воронежская обл.,80874,76252,2662,10,152,148
13.08.2020,Новосибирская обл.,10451,8922,303,6,53,152
06.07.2020,Смоленская обл.,4823,2619,70,2,41,11
19.01.2021,Хакасия,19507,17346,341,2,116,127
21.02.2021,Ямало-Ненецкий АО,36813,34573,395,0,48,95
05.01.2021,Тыва,14866,13696,157,0,20,14
09.11.2021,Сахалинская обл.,35782,34623,388,4,30,42
29.03.2020,Карелия,0,0,0,0,0,0
01.10.2021,Татарстан,27123,23271,748,5,63,25
15.04.2021,Костромская обл.,20214,17415,417,4,27,76
28.08.2020,Хабаровский край,9910,7769,87,1,50,75
28.09.2020,Кабардино-Балкария,7567,6467,91,0,42,14
19.03.2021,Волгоградская обл.,52156,49900,891,6,127,123
01.11.2020,Ставропольский край,21475,16485,429,4,198,85
03.08.2021,Тюменская обл.,47412,43859,1005,7,285,211
25.06.2020,Липецкая обл.,3583,2186,13,0,47,95
07.08.2021,Челябинская обл.,75943,67872,2271,17,355,273
26.08.2021,Тамбовская обл.,40092,38021,772,3,90,100
05.09.2021,Башкортостан,58562,52464,1187,13,301,36
22.03.2021,Саха (Якутия),33326,32126,539,0,31,14
25.03.2020,Санкт-Петербург,21,2,0,0,0,0
22.04.2020,Нижегородская обл.,929,49,6,1,69,21
19.10.2021,Ивановская обл.,52688,47169,1729,8,205,116
30.04.2020,Красноярский край,666,64,8,1,57,0
21.05.2020,Ингушетия,1648,675,36,1,43,68
19.03.2020,Свердловская обл.,6,0,0,0,5,0
13.09.2021,Рязанская обл.,40277,36800,1016,4,100,113
15.04.2020,Саха (Якутия),33,15,0,0,7,2
08.01.2021,Краснодарский край,29219,19699,1051,14,184,152
20.03.2020,Волгоградская обл.,0,0,0,0,0,0
03.02.2021,Хакасия,20545,19099,393,4,46,97
10.08.2020,Ленинградская обл.,6205,4622,61,0,28,0
28.07.2020,Ульяновская обл.,8781,6037,72,6,110,104
11.09.2020,Курганская обл.,3253,2835,21,0,29,21
31.08.2020,Рязанская обл.,7161,6251,44,0,26,0
09.08.2020,Мордовия,4768,3671,38,0,29,29
01.04.2021,Санкт-Петербург,395341,348581,12301,31,710,1101
05.07.2020,Тюменская обл.,3480,2111,18,0,83,38
08.12.2020,Оренбургская обл.,24626,21340,241,5,178,198
02.07.2021,Красноярский край,78178,70502,3970,10,278,100
31.12.2020,Кемеровская обл.,25749,22805,468,2,142,164
24.06.2021,Нижегородская обл.,122845,115403,4066,22,299,142
20.07.2021,Липецкая обл.,37037,32256,1042,8,242,142
26.04.2020,Калмыкия,146,19,3,0,24,0
07.08.2020,Башкортостан,6990,5385,24,0,35,34
24.11.2020,Саха (Якутия),18752,12074,261,9,219,301
18.03.2021,Свердловская обл.,80648,73828,2584,17,166,177
08.06.2020,Саратовская обл.,3900,1573,37,1,137,26
02.05.2020,Ингушетия,814,152,23,1,45,23
19.03.2020,Северная Осетия,0,0,0,0,0,0
16.05.2020,Чечня,918,569,9,0,27,40
25.03.2020,Камчатский край,0,0,0,0,0,0
24.05.2021,Забайкальский край,42971,41517,660,1,30,1
30.06.2020,Белгородская обл.,4524,3453,42,0,60,159
06.12.2020,ХМАО – Югра,35666,30866,441,5,227,229
05.04.2021,Тверская обл.,37878,35848,748,4,95,103
16.08.2021,Ростовская обл.,117136,102530,5578,28,487,358
18.07.2020,Пензенская обл.,5954,5254,71,1,35,10
18.10.2021,Татарстан,28716,24158,857,10,129,33
01.05.2020,Мурманская обл.,1313,113,4,0,86,15
12.03.2020,Карелия,0,0,0,0,0,0
15.05.2020,Владимирская обл.,1592,149,15,0,88,0
19.09.2020,Астраханская обл.,6550,6144,94,2,46,23
22.10.2021,Московская обл.,493343,422881,8417,20,2428,2116
02.09.2021,Архангельская обл.,82068,74429,1139,1,255,221
05.10.2021,Пермский край,104096,91417,4999,24,512,318
19.11.2020,Магаданская обл.,5205,4244,49,0,41,87
18.10.2020,Новгородская обл.,6334,4150,87,0,70,1
09.12.2020,Еврейская АО,3219,2168,52,1,29,15
19.10.2020,Дагестан,15030,13247,714,2,86,100
07.06.2020,Тыва,1607,267,2,0,118,17
14.03.2020,Орловская обл.,0,0,0,0,0,0
28.08.2021,Тамбовская обл.,40276,38261,778,3,91,86
06.05.2020,Хакасия,340,35,8,0,22,3
30.07.2021,Чукотский АО,1142,846,9,0,19,5
02.07.2020,Бурятия,2991,2059,19,0,34,31
20.09.2020,Адыгея,3799,3270,31,0,24,17
05.08.2021,Челябинская обл.,75236,67330,2239,21,350,267
18.12.2020,Калужская обл.,18838,17577,139,5,170,165
21.03.2021,Волгоградская обл.,52420,50153,902,6,133,125
26.08.2020,Хабаровский край,9795,7609,85,1,77,104
30.09.2020,Кабардино-Балкария,7662,6496,92,1,50,14
28.05.2021,Алтайский край,51463,46399,2277,11,59,35
21.04.2020,Тульская обл.,384,46,1,1,75,5
18.09.2021,Брянская обл.,63358,59004,1316,10,158,126
17.04.2021,Костромская обл.,20278,17534,420,0,33,39
19.02.2021,Ямало-Ненецкий АО,36718,34387,394,0,48,94
27.02.2021,Амурская обл.,20970,19373,174,3,45,47
19.11.2021,Ставропольский край,107189,81870,4814,42,520,489
11.11.2021,Сахалинская обл.,35960,34763,392,0,96,78
21.03.2020,Свердловская обл.,9,0,0,0,3,0
23.04.2021,Орловская обл.,33754,31543,548,3,50,85
28.04.2020,Красноярский край,574,64,7,2,47,5
20.04.2020,Нижегородская обл.,759,26,5,1,113,5
17.10.2021,Ивановская обл.,52277,46918,1714,4,208,114
15.06.2020,Алтайский край,2867,1715,19,0,72,48
20.06.2021,Тульская обл.,41387,38662,2155,7,95,63
25.02.2021,Калмыкия,18876,17841,293,2,40,45
26.01.2021,Ставропольский край,41325,37124,903,6,235,293
23.03.2020,Санкт-Петербург,16,2,0,0,0,0
30.03.2021,Камчатский край,14105,13183,195,0,14,32
05.09.2020,Томская обл.,5942,4899,71,0,52,36
01.10.2020,Приморский край,11823,10239,119,1,71,29
23.05.2020,Забайкальский край,727,371,12,2,43,30
30.01.2021,Ингушетия,13915,12076,160,0,45,13
02.11.2020,Вологодская обл.,7224,5349,73,0,104,18
27.12.2020,Самарская обл.,30175,27827,553,13,311,264
10.08.2020,Удмуртия,2602,2155,34,1,28,6
20.03.2021,Северная Осетия,16158,15008,157,0,17,44
17.03.2020,Карачаево-Черкессия,0,0,0,0,0,0
29.09.2020,Ненецкий АО,330,129,0,0,0,2
11.08.2020,Омская обл.,7961,5592,94,2,105,182
08.05.2021,Саратовская обл.,60037,54736,967,6,125,210
20.05.2021,Ставропольский край,54145,51280,1454,4,65,71
27.05.2021,Чувашия,25585,23358,1419,3,49,45
29.07.2021,Севастополь,20472,17860,840,5,169,180
29.06.2020,Курская обл.,5021,2892,32,0,63,42
05.10.2020,Марий Эл,4979,4301,51,0,25,1
08.07.2020,Смоленская обл.,4904,2724,72,1,39,57
03.09.2021,Псковская обл.,47160,40858,690,5,92,256
26.08.2020,Москва,259070,208193,4764,11,640,1389
17.06.2021,Владимирская обл.,34373,31995,1239,3,56,49
01.07.2021,Мурманская обл.,54209,49307,1323,7,190,64
22.01.2021,Кировская обл.,30656,24636,258,0,212,302
04.05.2021,Воронежская обл.,81173,76557,2681,9,149,150
11.08.2020,Новосибирская обл.,10334,8624,292,7,65,137
08.12.2020,Карелия,18820,11622,117,0,472,313
03.07.2020,Иркутская обл.,8025,3103,69,3,249,176
29.05.2020,Калининградская обл.,1409,593,24,3,33,5
02.10.2021,Ярославская обл.,61939,54126,1216,7,213,191
11.12.2020,Еврейская АО,3276,2194,53,0,29,11
04.09.2020,Татарстан,6618,5489,35,0,27,46
07.10.2021,Пермский край,105141,92078,5054,28,527,328
16.07.2020,Камчатский край,2876,2081,35,6,36,124
21.06.2021,Приморский край,45720,42069,748,0,101,18
13.11.2021,Крым,106933,94628,3235,19,837,835
23.07.2021,Вологодская обл.,52930,47291,1321,6,232,197
03.04.2021,Тверская обл.,37687,35645,740,3,97,101
10.07.2020,Северная Осетия,4209,3647,67,0,16,29
28.04.2020,Чувашия,502,44,8,0,39,0
26.08.2020,Саратовская обл.,11877,7660,69,0,95,77
04.12.2020,ХМАО – Югра,35218,30306,429,4,224,356
24.04.2020,Новгородская обл.,171,8,1,0,14,2
05.10.2020,Владимирская обл.,7540,5982,227,1,57,7
31.05.2020,Астраханская обл.,1752,920,15,0,59,21
14.08.2020,Воронежская обл.,12465,10815,97,1,93,257
21.04.2021,Новосибирская обл.,40416,37460,1719,4,81,39
23.10.2020,Мурманская обл.,18316,14897,268,4,180,123
22.03.2021,Смоленская обл.,27680,26382,724,8,61,51
27.03.2020,Пензенская обл.,2,0,0,0,0,0
14.01.2021,Ярославская обл.,24941,23442,246,2,187,168
10.04.2020,Белгородская обл.,26,1,0,0,8,0
23.05.2020,Курганская обл.,177,68,0,0,8,8
09.08.2020,Башкортостан,7059,5406,25,0,35,0
22.11.2020,Саха (Якутия),18289,11606,242,4,219,217
22.07.2021,Липецкая обл.,37526,32890,1058,7,244,416
21.11.2020,Челябинская обл.,23059,21543,210,7,213,191
16.12.2020,Тамбовская обл.,15362,13489,147,3,143,262
06.06.2021,Кабардино-Балкария,24409,23693,471,0,13,10
01.08.2021,Мордовия,23934,21094,408,2,70,45
08.05.2021,Хабаровский край,51858,49804,386,0,21,25
07.07.2020,Тюменская обл.,3638,2202,18,0,78,61
09.07.2020,Волгоградская обл.,7146,3731,45,0,88,167
30.10.2021,Ямало-Ненецкий АО,54036,50724,753,3,138,75
23.02.2021,Сахалинская обл.,21302,20008,33,0,49,33
30.07.2020,Костромская обл.,2175,1621,26,0,9,137
24.11.2021,Красноярский край,148381,132019,7286,33,710,695
02.09.2020,Рязанская обл.,7217,6296,44,0,27,18
16.11.2021,Нижегородская обл.,203839,178235,8343,39,774,489
31.01.2021,Ивановская обл.,26769,23132,753,5,171,27
19.05.2021,Хакасия,22799,21768,542,0,32,26
09.03.2021,Карелия,41748,38003,327,0,107,183
11.08.2021,Карачаево-Черкессия,23010,20903,359,6,54,27
01.07.2020,Иркутская обл.,7533,2850,63,4,248,146
24.01.2021,Кировская обл.,31075,25254,259,0,209,302
05.09.2021,Псковская обл.,47337,41291,696,4,87,172
31.07.2021,Севастополь,20801,18152,852,6,164,152
27.06.2020,Курская обл.,4882,2839,32,1,65,61
17.09.2021,Марий Эл,18937,17123,555,2,57,86
27.02.2021,Чувашия,21343,19544,1028,4,54,47
11.09.2020,Забайкальский край,5015,4442,62,1,48,24
11.05.2020,Приморский край,907,213,10,0,51,20
27.10.2021,Москва,1786570,1572825,30963,91,5789,4471
14.03.2021,Белгородская обл.,32771,30333,518,1,93,81
27.09.2020,Ненецкий АО,330,127,0,0,0,0
21.11.2021,Мурманская обл.,84492,65046,2488,5,231,289
13.08.2020,Омская обл.,8175,5913,106,5,108,189
23.10.2021,Калининградская обл.,61555,54013,835,2,343,276
26.11.2020,Ростовская обл.,38706,31359,1252,16,315,236
25.12.2020,Самарская обл.,29557,27269,540,0,306,291
01.06.2021,Астраханская обл.,34315,32745,781,1,46,77
15.05.2021,Ингушетия,15599,14173,188,0,12,263
17.03.2020,Смоленская обл.,0,0,0,0,0,0
28.03.2021,Пензенская обл.,41712,38407,519,3,102,127
07.08.2021,Магаданская обл.,9688,8845,173,3,30,19
27.12.2020,Архангельская обл.,41859,32575,438,8,370,356
06.07.2021,Новгородская обл.,32723,31732,187,0,98,80
08.08.2021,Удмуртия,41335,34096,1257,9,200,92
11.02.2021,Московская обл.,202477,163834,4147,34,721,888
03.09.2020,Томская обл.,5839,4802,69,0,44,25
22.09.2021,Краснодарский край,72146,51643,5961,32,223,203
17.06.2020,Алтайский край,3010,1992,22,1,71,100
18.06.2021,Тульская обл.,41206,38541,2141,6,77,56
08.05.2020,Кабардино-Балкария,1089,169,3,0,81,13
21.05.2021,Калмыкия,20693,20032,367,1,12,15
08.06.2020,Хабаровский край,2596,1314,17,0,59,13
14.03.2020,Коми,0,0,0,0,0,0
06.08.2020,Карачаево-Черкессия,4507,3328,24,1,12,43
22.04.2021,Ленинградская обл.,41896,39215,1109,8,88,84
03.04.2021,Ульяновская обл.,51118,47823,993,8,97,113
24.05.2021,Курганская обл.,21150,19969,411,0,31,54
25.04.2021,Орловская обл.,33858,31715,554,4,53,84
14.07.2020,Санкт-Петербург,28142,21579,1657,31,281,194
26.05.2021,Алтайский край,51343,46298,2258,10,60,86
